db_id,id_within_district,HSD,Name,Level,Authority,Ownership,NHPI Code,HSDT Code
2799,1205,Nakawa Division HSD,Seanz Medical Clinic Health Centre II,HC II,Private,PFP,HFZ8P5F91,SC6EQF6C3/PAPPXOMX3/8012
2800,1206,Kawempe Division HSD,Sedy Medical  Clinic Health Centre II,HC II,Private,PFP,HF32DVNN4,SCL952JG5/PA2RO28R9/8005
2801,1207,Makindye Division HSD,Seira 2 Orthopeadic Clinic Health Centre II,HC II,Private,PFP,HFBUS67N7,SCXUR3FY9/PAYI5R5O5/8007
2802,1208,Nakawa Division HSD,Sem Medical Center Health Centre II,HC II,Private,PFP,HF2POOMV9,SC6EQF6C3/PA5FIL677/8002
2803,1209,Rubaga Division HSD,Sena Medical Clinic Health Centre II,HC II,Private,PFP,HFQD3S4G6,SC2K6HWN8/PAFTCGHC3/8010
2804,1210,Makindye Division HSD,Senah Medical Centre Health Centre II,HC II,Private,PFP,HFVZCZMX0,SCXUR3FY9/PAYI5R5O5/8006
2805,1211,Kawempe Division HSD,Shalom Doctors Clinic Health Centre II,HC II,Private,PFP,HFX9ZTWS4,SCL952JG5/PANC5LYV1/8003
2806,1212,Nakawa Division HSD,Shalom Medical Center Health Centre II,HC II,Private,PFP,HFAHMTJL1,SC6EQF6C3/PAJYXGJO3/8007
2807,1213,Makindye Division HSD,Shalom Medical Clinic Health Centre II,HC II,Private,PFP,HF6USOSM6,SCXUR3FY9/PA4LA8VH3/8006
2808,1214,Kawempe Division HSD,Shalom Rthopaedic And Rehabilitation Centre Health,HC II,Private,PFP,HFJS6D8B7,SCL952JG5/PA5O9VKV2/8006
,,,Centre II,,,,,
2809,1215,Rubaga Division HSD,Shamitex Health Clinic Health Centre II,HC II,Private,PFP,HF73PKHO6,SC2K6HWN8/PAT2P8677/8019
2810,1216,Nakawa Division HSD,Shaufa Clinic Health Centre II,HC II,Private,PFP,HFWTJL9T7,SC6EQF6C3/PAPPXOMX3/8011
2811,1217,Central Division HSD,Shifa Medical Centere Health Centre II,HC II,Private,PFP,HFMYMBEK5,SCQM9DXK4/PAYEFJ288/8005
2812,1218,Kawempe Division HSD,Shiloh Medical Centre  Health Centre II,HC II,Private,PFP,HFC8RKCX4,SCL952JG5/PACDSOXY2/8004
2813,1219,Makindye Division HSD,Shores Medical Clinic Health Centre II,HC II,Private,PFP,HFK9ZR8Q9,SCXUR3FY9/PAW82ECA5/8006
2814,1220,Central Division HSD,Shreer Medical Centre Health Centre II,HC II,Private,PFP,HFUMM72H1,SCQM9DXK4/PADFZ5IK6/8005
2815,1221,Makindye Division HSD,Silence Medical Clinic Health Centre II,HC II,Private,PFP,HF9DQAAA1,SCXUR3FY9/PAYI5R5O5/8005
2816,1222,Makindye Division HSD,Simba General Clinic Health Centre II,HC II,Private,PFP,HF8MC8MJ3,SCXUR3FY9/PABJZITS1/8004
2817,1223,Makindye Division HSD,Sims Clinic Health Centre II,HC II,Private,PFP,HFGLEB5L7,SCXUR3FY9/PAOSXOVK7/8003
2818,1224,Central Division HSD,Sims Medical Centre Health Centre II,HC II,Private,PFP,HFRKEC5B8,SCQM9DXK4/PAYEFJ288/8004
2819,1225,Central Division HSD,Sinai Clinic Health Centre II,HC II,Private,PFP,HFV3NI8M4,SCQM9DXK4/PADFZ5IK6/8004
2820,1226,Central Division HSD,Sinai Dental Health Centre II,HC II,Private,PFP,HFG88GZG7,SCQM9DXK4/PA3EP4JU1/8003
2821,1227,Kawempe Division HSD,Singa Badda Dorm Clinic Health Centre II,HC II,Private,PFP,HF57KNAH0,SCL952JG5/PAHU4LX33/8005
2822,1228,Makindye Division HSD,Sinux Laboratories Health Centre II,HC II,Private,PFP,HFCZC9K26,SCXUR3FY9/PAYI5R5O5/8004
2823,1229,Makindye Division HSD,Sir Albert Cook Medical  Center Health Centre II,HC II,CBO,PNFP,HFZN9MZ46,SCXUR3FY9/PABPG6O83/8005
2824,1230,Central Division HSD,Sir Albert Medical Center  Health Centre II,HC II,Private,PFP,HF5T4ASS0,SCQM9DXK4/PADFZ5IK6/8003
2825,1231,Makindye Division HSD,Sisters Clinic Health Centre II,HC II,Private,PFP,HFF4L2FJ3,SCXUR3FY9/PAMMEB9V8/8007
2826,1232,Rubaga Division HSD,Smike Dental Surgery Clinic Health Centre II,HC II,Private,PFP,HF3KXVT48,SC2K6HWN8/PASMQMV75/8004
2827,1233,Kawempe Division HSD,Sokana Dental Clinic Health Centre II,HC II,Private,PFP,HFCFWVUN8,SCL952JG5/PAZLYJ6Y6/8005
2828,1234,Kawempe Division HSD,Span Medicare Health Centre IV,HC IV,Private,PFP,HFKKGR256,SCL952JG5/PA9OHZWD4/8004
2829,1235,Makindye Division HSD,Sparta Medical Services Health Centre II,HC II,Private,PFP,HFCT27GT1,SCXUR3FY9/PAYI5R5O5/8003
2830,1236,Makindye Division HSD,Specialized Medical And Surgical Centre Health,HC II,Private,PFP,HFSSY3Q24,SCXUR3FY9/PAW82ECA5/8005
,,,Centre II,,,,,
2831,1237,Nakawa Division HSD,Springs Medical Center Health Centre II,HC II,Private,PFP,HFKFSB654,SC6EQF6C3/PARNYYAC4/8003
2832,1238,Central Division HSD,Sr Dental Clinic Health Centre II,HC II,Private,PFP,HFSS4WWV1,SCQM9DXK4/PAFLE4NN9/8003
2833,1239,Makindye Division HSD,Sr.Albert Cook Medical Centre Health Centre II,HC II,Private,PFP,HFQPBWN84,SCXUR3FY9/PABPG6O83/8004
2834,1240,Central Division HSD,Ssaka Dental Clinic Health Centre II,HC II,Private,PFP,HFCU5XM32,SCQM9DXK4/PA8SGX9C5/8005
2835,1241,Rubaga Division HSD,Sseed Medical Centre Health Centre II,HC II,Private,PFP,HF6UFM4O0,SC2K6HWN8/PAFTCGHC3/8009
2836,1242,Makindye Division HSD,Sseremba Medical Care Health Centre II,HC II,Private,PFP,HFEGNZQM8,SCXUR3FY9/PABJZITS1/8003
2837,1243,Rubaga Division HSD,Ssuubi Health Centre Mutundwe Health Centre II,HC II,Private,PFP,HF3SFJR59,SC2K6HWN8/PAN22SQ21/8008
2838,1244,Nakawa Division HSD,St  Grace Authopedic Clinic And) Health Centre II,HC II,Private,PFP,HF5HLQ877,SC6EQF6C3/PA2PSPPT5/8003
2839,1245,Rubaga Division HSD,St  James Medical Centre Health Centre II,HC II,Private,PFP,HFA3L33W4,SC2K6HWN8/PAT2P8677/8015
2840,1246,Makindye Division HSD,St  Roberts Health Care Health Centre II,HC II,Private,PFP,HFCSDWTC8,SCXUR3FY9/PATF8GK34/8004
2841,1247,Makindye Division HSD,St Adrians Health Care Clinic Health Centre II,HC II,Private,PFP,HFPT2UQO3,SCXUR3FY9/PATF8GK34/8012
2842,1248,Makindye Division HSD,St Agnes Clinic Health Centre II,HC II,Private,PFP,HFER2A6Z4,SCXUR3FY9/PAMMEB9V8/8006
2843,1249,Rubaga Division HSD,St Agnes Health Clinic Health Centre II,HC II,Private,PFP,HFODVGV74,SC2K6HWN8/PAT2P8677/8018
2844,1250,Kawempe Division HSD,St Agness Clinic Health Centre II,HC II,Private,PFP,HFZRUSCF5,SCL952JG5/PA55LFY73/8004
2845,1251,Makindye Division HSD,St Anthony Clinic Health Centre II,HC II,Private,PFP,HFR3FNKU4,SCXUR3FY9/PAMMEB9V8/8005
2846,1252,Makindye Division HSD,St Augstas Clinic Health Centre II,HC II,Private,PFP,HFS7QEBO3,SCXUR3FY9/PATF8GK34/8011
2847,1253,Central Division HSD,St Balikudembe Uganda Cares Health Centre II,HC II,CBO,PNFP,HFTUWNJE3,SCQM9DXK4/PA8SGX9C5/8004
2848,1254,Rubaga Division HSD,St Bernard Medicare Health Centre II,HC II,Private,PFP,HFURP89T8,SC2K6HWN8/PAT2P8677/8017
2849,1255,Rubaga Division HSD,St Bethen Health Clinic Health Centre II,HC II,Private,PFP,HFGBG9X69,SC2K6HWN8/PANHJI6G8/8007
2850,1256,Makindye Division HSD,St Camilus Health Unit Health Centre II,HC II,Private,PFP,HF2QX65C3,SCXUR3FY9/PAW82ECA5/8004
2851,1257,Nakawa Division HSD,St Catherine Medical Center Health Centre II,HC II,Private,PFP,HFZHS54P8,SC6EQF6C3/PAA6VERU2/8007
2852,1258,Makindye Division HSD,St Charles Medical Health Centre II,HC II,Private,PFP,HFZFTVXY3,SCXUR3FY9/PATF8GK34/8010
2853,1259,Makindye Division HSD,St Davis Medical Clinic Health Centre II,HC II,Private,PFP,HFWVRGIU4,SCXUR3FY9/PA4LA8VH3/8005
2854,1260,Rubaga Division HSD,St Edward Medical Centre Health Centre II,HC II,Private,PFP,HF4ZVOV46,SC2K6HWN8/PANHJI6G8/8006
2855,1261,Rubaga Division HSD,St Edwards Medical Centre Health Centre II,HC II,Private,PFP,HF9CSBDQ3,SC2K6HWN8/PANHJI6G8/8005
2856,1262,Kawempe Division HSD,St Eliana Medical Clinic Health Centre II,HC II,Private,PFP,HF6XW5TV4,SCL952JG5/PA5O9VKV2/8005
2857,1263,Makindye Division HSD,St Eric Health  Clinic  Medical Center  Health Centre II,HC II,Private,PFP,HF7YD4HA8,SCXUR3FY9/PAWOZXT91/8003
2858,1264,Makindye Division HSD,St Francis Capital Clinic Health Centre II,HC II,Private,PFP,HFH6QD8H6,SCXUR3FY9/PA4LA8VH3/8004
2859,1265,Rubaga Division HSD,St Francis Clinic Health Centre II,HC II,Private,PFP,HFGJ72HG7,SC2K6HWN8/PAT2P8677/8016
2860,1266,Nakawa Division HSD,St Fransic Nursing And Maternity Home Mutungo,HC II,Private,PFP,HF3DJF7W9,SC6EQF6C3/PAPPXOMX3/8010
,,,Health Centre II,,,,,
2861,1267,Rubaga Division HSD,St George Clinic Health Centre II,HC II,Private,PFP,HFJDVLZI1,SC2K6HWN8/PAFTCGHC3/8008
2862,1268,Kawempe Division HSD,St Henry Clinic Health Centre II,HC II,Private,PFP,HFWJJMYB1,SCL952JG5/PAD4VJYU2/8008
2863,1269,Kawempe Division HSD,St Jic Bunawona Clinic Health Centre II,HC II,Private,PFP,HF2TAR7M5,SCL952JG5/PAN4Q2BL6/8006
2864,1270,Makindye Division HSD,St John Clinic Health Centre II,HC II,Private,PFP,HF9UB22C1,SCXUR3FY9/PA4LA8VH3/8003
2865,1271,Makindye Division HSD,St Jonans Medical Clinic Health Centre II,HC II,Private,PFP,HF6Q3SW78,SCXUR3FY9/PATF8GK34/8009
2866,1272,Kawempe Division HSD,St Jordan Medical Services Health Centre II,HC II,Private,PFP,HFSK5O672,SCL952JG5/PA55LFY73/8003
2867,1273,Makindye Division HSD,St Joseph Clinic Health Centre II,HC II,Private,PFP,HF6Z962O8,SCXUR3FY9/PATF8GK34/8008
2868,1274,Kawempe Division HSD,St Joseph General Clinic Health Centre II,HC II,Private,PFP,HFNB6IPK9,SCL952JG5/PANC5LYV1/8002
2869,1275,Kawempe Division HSD,St Joseph Medical And Diagnostic Unit Health Centre,HC II,Private,PFP,HFOSP3921,SCL952JG5/PAQB5XJL3/8003
,,,II,,,,,
2870,1276,Kawempe Division HSD,St Joseph Medical Clinic Health Centre II,HC II,Private,PFP,HFXKZ93W1,SCL952JG5/PAHU4LX33/8004
2871,1277,Rubaga Division HSD,St Jude  Medical Centre (Kabowa) Health Centre II,HC II,Private,PFP,HFIJVE4X7,SC2K6HWN8/PAFTCGHC3/8007
2872,1278,Kawempe Division HSD,St Jude Clinic Health Centre II,HC II,Private,PFP,HFSWZF3X1,SCL952JG5/PAD4VJYU2/8007
2873,1279,Makindye Division HSD,St Jude Francis Medical Clinic  Health Centre II,HC II,Private,PFP,HF3Y2AG31,SCXUR3FY9/PA3DPEOQ3/8004
2874,1280,Central Division HSD,St Jude Medical And Dental Clinic Health Centre II,HC II,Private,PFP,HF2YVL6F7,SCQM9DXK4/PAA9HP2C9/8003
2875,1281,Makindye Division HSD,St Jude Medical Centre (Kibuye I) Health Centre II,HC II,Private,PFP,HFFWYL8T0,SCXUR3FY9/PAMMEB9V8/8004
2876,1282,Rubaga Division HSD,St Kevin Martenety Clinic Health Centre II,HC II,Private,PFP,HFAWNO574,SC2K6HWN8/PAT2P8677/8014
2877,1283,Kawempe Division HSD,St Kizito Maternity Centre Health Centre II,HC II,Private,PFP,HFB3KO6D9,SCL952JG5/PAHU4LX33/8003
2878,1284,Rubaga Division HSD,St Lawrence Medical Clinic Health Centre II,HC II,Private,PFP,HFL7SXBD7,SC2K6HWN8/PAN22SQ21/8007
2879,1285,Makindye Division HSD,St Luke Clinic Health Centre II,HC II,Private,PFP,HF2CBM3C5,SCXUR3FY9/PATF8GK34/8007
2880,1286,Rubaga Division HSD,St Luke Dom Clinic Health Centre II,HC II,Private,PFP,HFG349HP1,SC2K6HWN8/PAFTCGHC3/8006
2881,1287,Nakawa Division HSD,St Luke Health Center Health Centre II,HC II,UEC,PNFP,HFRXMUWO8,SC6EQF6C3/PAPPXOMX3/8009
,,,,,(UCMB),,,
2882,1288,Kawempe Division HSD,St Luke Kazo Medical Centre Health Centre II,HC II,UEC,PNFP,HF3CPFIZ5,SCL952JG5/PA9FRPMI6/8005
,,,,,(UCMB),,,
2883,1289,Makindye Division HSD,St Maria Assumpta Clinic Health Centre II,HC II,Private,PFP,HF9MHCFV9,SCXUR3FY9/PATF8GK34/8006
2884,1290,Nakawa Division HSD,St Mark Medical Center Health Centre II,HC II,Private,PFP,HFDJ7H5P3,SC6EQF6C3/PALNIZQS7/8001
2885,1291,Kawempe Division HSD,St Mark Medical Centre Health Centre II,HC II,Private,PFP,HF2SDC9Q3,SCL952JG5/PANC5LYV1/8001
2886,1292,Nakawa Division HSD,St Mark Medical Cetre Health Centre II,HC II,Private,PFP,HFV6BAAH9,SC6EQF6C3/PAPPXOMX3/8008
2887,1293,Makindye Division HSD,St Mark Medical Clinic   Health Centre II,HC II,Private,PFP,HFNNBTLO6,SCXUR3FY9/PAA5VF2S5/8005
2888,1294,Rubaga Division HSD,St Mary Domiciliary Clinic Health Centre II,HC II,Private,PFP,HF7B6KID0,SC2K6HWN8/PAT2P8677/8013
2889,1295,Makindye Division HSD,St Maryâ€™S Clinic Kitalanga Health Centre II,HC II,Private,PFP,HF5QYAKV0,SCXUR3FY9/PAP6Q3VC6/8004
2890,1296,Makindye Division HSD,St Maryâ€™S Medical Clinic Health Centre II,HC II,Private,PFP,HFB7UMO37,SCXUR3FY9/PAP6Q3VC6/8003
2891,1297,Rubaga Division HSD,St Marys Domicilliary Clinic Health Centre II,HC II,Private,PFP,HF4VROES1,SC2K6HWN8/PAFTCGHC3/8005
2892,1298,Nakawa Division HSD,St Marys Family Clinic Health Centre II,HC II,Private,PFP,HFOKJYZJ3,SC6EQF6C3/PAJYXGJO3/8006
2893,1299,Makindye Division HSD,St Marys Medical Clinic Health Centre II,HC II,Private,PFP,HFTMSFS64,SCXUR3FY9/PA3DPEOQ3/8003
2894,1300,Nakawa Division HSD,St Mathews Clinic Health Centre II,HC II,Private,PFP,HFBL2PE47,SC6EQF6C3/PAA6VERU2/8006
2895,1301,Nakawa Division HSD,St Mathias Medical Care And Counselling  Center,HC II,Private,PFP,HFBU8YHQ9,SC6EQF6C3/PAPPXOMX3/8007
,,,Health Centre II,,,,,
2896,1302,Makindye Division HSD,St Michael  Clinic  Health Centre II,HC II,Private,PFP,HF762YW43,SCXUR3FY9/PA3DPEOQ3/8002
2897,1303,Kawempe Division HSD,St Michael Medical Centre Health Centre II,HC II,Private,PFP,HFSA2VYR5,SCL952JG5/PAD4VJYU2/8006
2898,1304,Nakawa Division HSD,St Micheal Medical Clinic Health Centre II,HC II,Private,PFP,HFA7VS6R5,SC6EQF6C3/PAA6VERU2/8005
2899,1305,Kawempe Division HSD,St Nicholas Community General Clinic Health Centre II,HC II,Private,PFP,HF3NCF6O7,SCL952JG5/PAN4Q2BL6/8005
2900,1306,Rubaga Division HSD,St Paul Medical Centre Health Centre II,HC II,Private,PFP,HFH56J8R0,SC2K6HWN8/PAGCMAV95/8001
2901,1307,Rubaga Division HSD,St Perez Medicalclinic Health Centre II,HC II,Private,PFP,HFNXSOHM2,SC2K6HWN8/PAT2P8677/8012
2902,1308,Nakawa Division HSD,St Peters Clinic Health Centre II,HC II,Private,PFP,HFNEWG755,SC6EQF6C3/PAA6VERU2/8004
2903,1309,Nakawa Division HSD,St Pius Diagonistic Centre Health Centre II,HC II,Private,PFP,HF9TQ4OM4,SC6EQF6C3/PAA6VERU2/8003
2904,1310,Makindye Division HSD,St Raphael Medical Services Health Centre II,HC II,Private,PFP,HFKV7QU45,SCXUR3FY9/PATF8GK34/8005
2905,1311,Makindye Division HSD,St Roberts Medical Center Health Centre II,HC II,Private,PFP,HFE2LY9G0,SCXUR3FY9/PA3DPEOQ3/8001
2906,1312,Kawempe Division HSD,St Stephens Clinic Health Centre II,HC II,Private,PFP,HFY7TM8T2,SCL952JG5/PAHU4LX33/8002
2907,1313,Rubaga Division HSD,St Stephens Medical Centre Health Centre II,HC II,Private,PFP,HFXOC8TX0,SC2K6HWN8/PAFTCGHC3/8004
2908,1314,Kawempe Division HSD,St Steven Clinic Health Centre II,HC II,Private,PFP,HFDWX2ML8,SCL952JG5/PALQ6RRZ4/8001
2909,1315,Nakawa Division HSD,St Steven Dispensary And Maternity Centre Iii Health,HC III,CBO,PNFP,HF4CRC5E6,SC6EQF6C3/PA2PSPPT5/8002
,,,Centre III,,,,,
2910,1316,Makindye Division HSD,St Tereza Clinic Health Centre II,HC II,Private,PFP,HF65BB6H2,SCXUR3FY9/PAMMEB9V8/8003
2911,1317,Makindye Division HSD,St Theraza Medical Center Health Centre II,HC II,Private,PFP,HFFJGULL0,SCXUR3FY9/PATF8GK34/8003
2912,1318,Makindye Division HSD,St Vicent Clinic Health Centre II,HC II,Private,PFP,HFU79G3Y8,SCXUR3FY9/PAW82ECA5/8003
2913,1319,Rubaga Division HSD,St. Agnes Clinic Health Centre II,HC II,Private,PFP,HFGSPO3Y2,SC2K6HWN8/PA88LXE37/8008
2914,1320,Kawempe Division HSD,St. Ann Clinic Health Centre II,HC II,Private,PFP,HFZGW4JB5,SCL952JG5/PAD4VJYU2/8005
2915,1321,Central Division HSD,St. Catherineâ€™s General Hospital,Hospital,Private,PFP,HFCZJV9J6,SCQM9DXK4/PAQB66Z77/8006
2916,1322,Central Division HSD,St. Charles Clinic Health Centre II,HC II,Private,PFP,HFA28ELN8,SCQM9DXK4/PA6625ZX4/8002
2917,1323,Makindye Division HSD,St. Francis   Nsambya General Hospital,Hospital,UPMB,PNFP,HFYI7JWM8,SCXUR3FY9/PATF8GK34/8002
2918,1324,Rubaga Division HSD,St. James Dom.Clinic Health Centre II,HC II,Private,PFP,HFR4X9YU6,SC2K6HWN8/PAT2P8677/8011
2919,1325,Rubaga Division HSD,St. Johns Medical Clinic Health Centre II,HC II,Private,PFP,HFNYN48U7,SC2K6HWN8/PAZ3HYRY7/8003
2920,1326,Rubaga Division HSD,St. Lawrence Clinic Health Centre II,HC II,Private,PFP,HFPD2SXE2,SC2K6HWN8/PA88LXE37/8007
2921,1327,Makindye Division HSD,St. Leeven Clinic  Health Centre II,HC II,Private,PFP,HFJXJLLF3,SCXUR3FY9/PAA5VF2S5/8004
2922,1328,Makindye Division HSD,St. Mark Clinic  Health Centre II,HC II,Private,PFP,HFM89JE64,SCXUR3FY9/PAU7A8FU8/8002
2923,1329,Rubaga Division HSD,St. Micheal Medical Centre Health Centre II,HC II,Private,PFP,HF39UVKG0,SC2K6HWN8/PAT2P8677/8010
2924,1330,Makindye Division HSD,St. Phillips Clinic And Maternity  Home Health Centre II,HC II,Private,PFP,HFWRMOOH4,SCXUR3FY9/PAA5VF2S5/8003
2925,1331,Kawempe Division HSD,St. Roselyn Care Clinic Health Centre II,HC II,Private,PFP,HFSBOGEC2,SCL952JG5/PAD4VJYU2/8004
2926,1332,Kawempe Division HSD,St. Stephenâ€™s   Mpererwe Health Centre IV,HC IV,UEC,PNFP,HFYQ5SPZ1,SCL952JG5/PA55LFY73/8002
,,,,,(UCMB),,,
2927,1333,Central Division HSD,St.Anthony Clinic Health Centre II,HC II,Private,PFP,HFHSTW7O3,SCQM9DXK4/PAYEFJ288/8003
2928,1334,Central Division HSD,St.Anthony Dental Clinic Health Centre II,HC II,Private,PFP,HF2V4Y474,SCQM9DXK4/PAYHXBKV0/8004
2929,1335,Nakawa Division HSD,St.Celestros Medical Clinic Health Centre II,HC II,Private,PFP,HFUB48GX4,SC6EQF6C3/PAFT87CR0/8002
2930,1336,Central Division HSD,St.Gargret Clinic Health Centre II,HC II,Private,PFP,HFLUGBOK3,SCQM9DXK4/PAYEFJ288/8002
2931,1337,Nakawa Division HSD,St.James Holistic Care Health Clinic Health Centre II,HC II,Private,PFP,HFILHFNW4,SC6EQF6C3/PA6XV3C42/8001
2932,1338,Kawempe Division HSD,St.John Familycare Clinic Health Centre II,HC II,Private,PFP,HF7QAIUS2,SCL952JG5/PA5O9VKV2/8004
2933,1339,Kawempe Division HSD,St.Joseph Clinic Health Centre II,HC II,Private,PFP,HFLQ6SKG2,SCL952JG5/PAZLYJ6Y6/8004
2934,1340,Makindye Division HSD,St.Josephâ€™S General Clinic Health Centre II,HC II,Private,PFP,HFC7DG224,SCXUR3FY9/PA7UYUR96/8003
2935,1341,Makindye Division HSD,St.Jude Dom Clinic Health Centre II,HC II,Private,PFP,HF2IWDHG3,SCXUR3FY9/PA7UYUR96/8002
2936,1342,Kawempe Division HSD,St.Jude Domicilliary Health Centre II,HC II,Private,PFP,HFKCEXVD9,SCL952JG5/PA9OHZWD4/8003
2937,1343,Rubaga Division HSD,St.Jude Medical Centre Health Centre II,HC II,Private,PFP,HFBWBQ8S6,SC2K6HWN8/PAN22SQ21/8006
2938,1344,Kawempe Division HSD,St.Kizito Bwayiise Clinic Health Centre II,HC II,UEC,PNFP,HFRJTT3Y8,SCL952JG5/PAQB5XJL3/8002
,,,,,(UCMB),,,
2939,1345,Rubaga Division HSD,St.Lawrence Medical Clinic Health Centre II,HC II,Private,PFP,HFJ3LKR46,SC2K6HWN8/PAN22SQ21/8005
2940,1346,Makindye Division HSD,St.Louis Medical Centre Health Centre II,HC II,Private,PFP,HF4LVIU70,SCXUR3FY9/PAYI5R5O5/8002
2941,1347,Rubaga Division HSD,St.Micheal Dental Clinic Health Centre II,HC II,Private,PFP,HF7GH5EI9,SC2K6HWN8/PAIFTU3L3/8002
2942,1348,Nakawa Division HSD,St.Micheal Medical Centre Health Centre II,HC II,Private,PFP,HFONTLSC4,SC6EQF6C3/PAFT87CR0/8001
2943,1349,Nakawa Division HSD,St.Paul Clinic Health Centre II,HC II,Private,PFP,HFSEA52H7,SC6EQF6C3/PAPPXOMX3/8006
2944,1350,Nakawa Division HSD,St.Rosemary Clinic Health Centre II,HC II,Private,PFP,HFELFUTL4,SC6EQF6C3/PAPPXOMX3/8005
2945,1351,Nakawa Division HSD,St.Timothy Medical Clinic Health Centre II,HC II,Private,PFP,HFMUQAF55,SC6EQF6C3/PAJYXGJO3/8005
2946,1352,Nakawa Division HSD,St.Vicent Clinic Health Centre II,HC II,Private,PFP,HF8CPP922,SC6EQF6C3/PAPPXOMX3/8004
2947,1353,Makindye Division HSD,Stake Clinic  Health Centre II,HC II,Private,PFP,HFOACLXJ7,SCXUR3FY9/PAU7A8FU8/8001
2948,1354,Makindye Division HSD,Stake Health Care Health Centre II,HC II,Private,PFP,HF9EFFEW3,SCXUR3FY9/PAA5VF2S5/8002
2949,1355,Kawempe Division HSD,Standard Medical Services Health Centre II,HC II,Private,PFP,HFNR7GMH9,SCL952JG5/PAD4VJYU2/8003
2950,1356,Rubaga Division HSD,Star Clinic Health Centre II,HC II,Private,PFP,HFXVZPSK5,SC2K6HWN8/PAT2P8677/8009
2951,1357,Makindye Division HSD,Star Light Clinic Health Centre II,HC II,Private,PFP,HF9IV7ZY8,SCXUR3FY9/PAYI5R5O5/8001
2952,1358,Makindye Division HSD,Star Medical Center Health Centre II,HC II,Private,PFP,HF7IFD9S7,SCXUR3FY9/PAA5VF2S5/8001
2953,1359,Rubaga Division HSD,Star PS Medical Centre Health Centre II,HC II,Private,PFP,HF2XDFYA2,SC2K6HWN8/PAN22SQ21/8004
2954,1360,Makindye Division HSD,Stella Medical Center Health Centre II,HC II,Private,PFP,HFISBJWM1,SCXUR3FY9/PAOSXOVK7/8002
2955,1361,Makindye Division HSD,Stellas Light Clinic Health Centre II,HC II,Private,PFP,HFQFF3NG7,SCXUR3FY9/PAMMEB9V8/8002
2956,1362,Kawempe Division HSD,Stemu Domiciliary Clinic Health Centre II,HC II,Private,PFP,HF47CUVW4,SCL952JG5/PA9OHZWD4/8002
2957,1363,Rubaga Division HSD,Step Out Dom Clinic Health Centre II,HC II,Private,PFP,HFJ6BNMA8,SC2K6HWN8/PAFTCGHC3/8003
2958,1364,Kawempe Division HSD,Sternest Medical Care Health Centre II,HC II,Private,PFP,HFXZ45U50,SCL952JG5/PAN4Q2BL6/8004
2959,1365,Kawempe Division HSD,Stex Health Care  Health Centre II,HC II,Private,PFP,HFB4F4HF1,SCL952JG5/PA3WD5ZK5/8001
2960,1366,Central Division HSD,Suham Dental Surgery Health Centre II,HC II,Private,PFP,HFLFQIA92,SCQM9DXK4/PAUPIVLD6/8001
2961,1367,Rubaga Division HSD,Suka Medical Centre Health Centre II,HC II,Private,PFP,HF5ZSLCA5,SC2K6HWN8/PAT2P8677/8008
2962,1368,Kawempe Division HSD,Sun Clinic Health Centre II,HC II,Private,PFP,HFB9DVLQ9,SCL952JG5/PA9FRPMI6/8004
2963,1369,Nakawa Division HSD,Sun Shine Clinic Health Centre II,HC II,Private,PFP,HF2ADQIQ8,SC6EQF6C3/PAJYXGJO3/8004
2964,1370,Makindye Division HSD,Sunbay Medical Centre Health Centre II,HC II,Private,PFP,HFRZWNMK9,SCXUR3FY9/PA7UYUR96/8001
2965,1371,Central Division HSD,Super Health Centre Health Centre II,HC II,Private,PFP,HFHQ5JB61,SCQM9DXK4/PAYEFJ288/8001
2966,1372,Rubaga Division HSD,Sure Clinic Health Centre II,HC II,Private,PFP,HFSRKFNB4,SC2K6HWN8/PAT2P8677/8007
2967,1373,Kawempe Division HSD,Sure Medi Care Health Centre II,HC II,Private,PFP,HFXREFY86,SCL952JG5/PA2RO28R9/8004
2968,1374,Kawempe Division HSD,Suubi Health Services  Health Centre II,HC II,Private,PFP,HFYJN5P22,SCL952JG5/PACDSOXY2/8003
2969,1375,Rubaga Division HSD,Suubi Medical Center (Nateete) Health Centre II,HC II,Private,PFP,HF3Z43II5,SC2K6HWN8/PA88LXE37/8006
2970,1376,Rubaga Division HSD,Suubi Medical Clinic (Kasubi) Health Centre II,HC II,Private,PFP,HF5B93SM2,SC2K6HWN8/PAT2P8677/8006
2971,1377,Central Division HSD,Suubi Medical Clinic (Kisenyi II) Health Centre II,HC II,Private,PFP,HFUABR8A5,SCQM9DXK4/PA8SGX9C5/8003
2972,1378,Kawempe Division HSD,Suubi Medical Clinic (Makerere III) Health Centre II,HC II,Private,PFP,HF6QCWN80,SCL952JG5/PAN4Q2BL6/8003
2973,1379,Kawempe Division HSD,Taant Medical Services Health Centre II,HC II,Private,PFP,HFW8YZLE9,SCL952JG5/PAD4VJYU2/8002
2974,1380,Kawempe Division HSD,TASO Kanyanya Clinic Special Clinic,SC,TASO,PNFP,HF5HUPXM2,SCL952JG5/PAHU4LX33/8001
2975,1381,Kawempe Division HSD,TASO Mulago Clinic Special Clinic,SC,TASO,PNFP,HFOLS8UV3,SCL952JG5/PA5CC7GN6/8004
2976,1382,Central Division HSD,Tawhid Medical Centre Health Centre II,HC II,Private,PFP,HFXHDBWD0,SCQM9DXK4/PA8SGX9C5/8002
